Version,Samples,Mean,Standard Deviation
loop.csv,100,0.43219,0.103009387436
pairs.csv,100,0.26926,0.0661048591255
parallel.csv,100,0.07704,0.0110017453161
parallel_simd.csv,100,0.07692,0.0101505467833
recursion.csv,100,0.19941,0.00857798927488
simd.csv,100,0.26095,0.00865606723634
